CO_PROCEDIMENTO,NO_PROCEDIMENTO
03.01.07.003-2	ACOMPANHAMENTO DE PACIENTE P/ ADAPTACAO DE
03.01.07.004-0	ACOMPANHAMENTO NEUROPSICOLÓGICO DE PACIENTE EM
03.01.07.005-9	ACOMPANHAMENTO PSICOPEDAGOGICO DE PACIENTE EM
03.01.07.006-7	ATENDIMENTO / ACOMPANHAMENTO EM REABILITAÇÃO NAS
03.01.07.007-5	ATENDIMENTO / ACOMPANHAMENTO DE PACIENTE EM
03.01.07.008-3	ATENDIMENTO EM OFICINA TERAPÊUTICA I EM GRUPO PARA
03.01.07.009-1	ATENDIMENTO EM OFICINA TERAPÊUTICA II EM GRUPO PARA
03.01.07.010-5	ATENDIMENTO/ACOMPANHAMENTO INTENSIVO DE PACIENTE
03.01.07.011-3	TERAPIA FONOAUDIOLÓGICA INDIVIDUAL
03.01.07.012-1	TRATAMENTO INTENSIVO DE PACIENTE EM REABILITAÇÃO
03.01.07.013-0	TRATAMENTO INTENSIVO DE PACIENTE EM REABILITAÇÃO
03.01.07.014-8	TREINO DE ORIENTAÇÃO E MOBILIDADE
03.01.07.015-6	AVALIAÇÃO MULTIPROFISSIONAL EM DEFICIÊNCIA VISUAL
03.01.07.016-4	ATENDIMENTO/ACOMPANHAMENTO EM REABILITAÇÃO
03.01.07.017-2	MANUTENÇÃO DA PRÓTESE DE IMPLANTE COCLEAR
03.01.07.018-0	ACOMPANHAMENTO DE PACIENTE COM PRÓTESE AUDITIVA
03.01.07.019-9	ACOMPANHAMENTO DE PACIENTE COM IMPLANTE COCLEAR
03.01.07.020-2	ESTIMULAÇÃO PRECOCE PARA DESENVOLVIMENTO
03.01.07.021-0	REABILITAÇÃO DE PACIENTES PÓS COVID-19
03.01.07.022-9	REABILITAÇÃO CARDIORRESPIRATÓRIA DE PACIENTES PÓS
03.01.07.023-7	TELEATENDIMENTO/TELEMONITORAMENTO EM
03.01.07.024-5	TELETENDIMENTO/TELEMONITORAMENTO EM REABILITAÇÃO
03.01.07.025-3	TELEATENDIMENTO/TELEMONITORAMENTO EM
03.01.07.026-1	TELEATENDIMENTO/TELEMONITORAMENTO EM
03.01.07.027-0	MATRICIAMENTO DE EQUIPES DOS OUTROS PONTOS E
03.01.07.028-8	ALTA POR OBJETIVOS TERAPÊUTICOS ALCANÇADOS DA
03.01.07.029-6	ESTIMULAÇÃO PRECOCE RELACIONADA AO
03.01.07.030-0	ATENDIMENTO DE FAMILIARES, CUIDADORES E/OU
03.01.08.001-1	ABORDAGEM COGNITIVA COMPORTAMENTAL DO FUMANTE
03.01.08.002-0	ACOLHIMENTO NOTURNO DE PACIENTE EM CENTRO DE
03.01.08.003-8	ACOLHIMENTO EM TERCEIRO TURNO DE PACIENTE EM
03.01.08.004-6	ACOMPANHAMENTO DE PACIENTE EM SAUDE MENTAL
03.01.08.014-3	ATENDIMENTO EM OFICINA TERAPEUTICA I - SAUDE MENTAL
03.01.08.015-1	ATENDIMENTO EM OFICINA TERAPEUTICA II - SAUDE MENTAL
03.01.08.016-0	ATENDIMENTO EM PSICOTERAPIA DE GRUPO
03.01.08.017-8	ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA
03.01.08.019-4	ACOLHIMENTO DIURNO DE PACIENTE EM CENTRO DE
03.01.08.020-8	ATENDIMENTO INDIVIDUAL DE PACIENTE EM CENTRO DE
03.01.08.021-6	ATENDIMENTO EM GRUPO DE PACIENTE EM CENTRO DE
03.01.08.022-4	ATENDIMENTO FAMILIAR EM CENTRO DE ATENÇÃO
03.01.08.023-2	ACOLHIMENTO INICIAL POR CENTRO DE ATENÇÃO
03.01.08.024-0	ATENDIMENTO DOMICILIAR PARA PACIENTES DE CENTRO DE
03.01.08.025-9	AÇÕES DE ARTICULAÇÃO DE REDES INTRA E
03.01.08.026-7	FORTALECIMENTO DO PROTAGONISMO DE USUÁRIOS DE
03.01.08.027-5	PRÁTICAS CORPORAIS EM CENTRO DE ATENÇÃO
03.01.08.028-3	PRÁTICAS EXPRESSIVAS E COMUNICATIVAS EM CENTRO DE
03.01.08.029-1	ATENÇÃO ÀS SITUAÇÕES DE CRISE
03.01.08.030-5	MATRICIAMENTO DE EQUIPES DA ATENÇÃO BÁSICA
03.01.08.031-3	AÇÕES DE REDUÇÃO DE DANOS
03.01.08.032-1	ACOMPANHAMENTO DE SERVIÇO RESIDENCIAL
03.01.08.033-0	APOIO À SERVIÇO RESIDENCIAL DE CARÁTER TRANSITÓRIO
03.01.08.034-8	AÇÕES DE REABILITAÇÃO PSICOSSOCIAL
03.01.08.035-6	PROMOÇÃO DE CONTRATUALIDADE NO TERRITÓRIO
03.01.08.036-4	ACOMPANHAMENTO DE PESSOAS COM NECESSIDADES
03.01.08.037-2	ACOMPANHAMENTO DE PESSOAS ADULTAS COM
03.01.08.038-0	ACOMPANHAMENTO DA POPULAÇÃO INFANTO-JUVENIL COM
03.01.08.039-9	MATRICIAMENTO DE EQUIPES DOS PONTOS DE ATENÇÃO DA
03.01.08.040-2	APOIO MATRICIAL EM SAÚDE DO TRABALHADOR NA
03.01.08.041-0	APOIO MATRICIAL EM SAÚDE DO TRABALHADOR NA
03.01.08.042-9	APOIO MATRICIAL EM VIGILÂNCIA À SAÚDE DO
03.01.08.043-7	ACOLHIMENTO DE PESSOAS COM PROBLEMAS DE SAÚDE
03.01.08.044-5	AVALIAÇÃO E ACOMPANHAMENTO DE MEDIDAS
03.01.08.045-3	MATRICIAMENTO DA REDE DE ATENÇÃO À SAÚDE PARA
03.01.08.046-1	AÇÕES DE ARTICULAÇÃO DE REDES INTRA E
03.01.09.001-7	ATENDIMENTO EM GERIATRIA (1 TURNO)
03.01.09.002-5	ATENDIMENTO EM GERIATRIA (2 TURNOS)
03.01.09.003-3	AVALIAÇÃO MULTIDIMENSIONAL DA PESSOA IDOSA
03.01.10.001-2	ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO
03.01.10.003-9	AFERIÇÃO DE PRESSÃO ARTERIAL
03.01.10.004-7	CATETERISMO VESICAL DE ALIVIO
03.01.10.005-5	CATETERISMO VESICAL DE DEMORA
03.01.10.006-3	CUIDADOS COM ESTOMAS
03.01.10.007-1	CUIDADOS C/ TRAQUEOSTOMIA
03.01.10.008-0	DETERMINACAO DE PRESSAO VENOSA CENTRAL (PVC)
03.01.10.009-8	ENEMA
03.01.10.010-1	INALAÇÃO / NEBULIZAÇÃO
03.01.10.011-0	IRRIGACAO VESICAL
03.01.10.012-8	LAVAGEM GASTRICA
03.01.10.013-6	ORDENHA MAMÁRIA
03.01.10.014-4	OXIGENOTERAPIA POR DIA
03.01.10.015-2	RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE)
03.01.10.017-9	SONDAGEM GÁSTRICA
03.01.10.018-7	TERAPIA DE REIDRATAÇÃO ORAL
03.01.10.019-5	ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ENDOVENOSA
03.01.10.020-9	ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA
03.01.10.021-7	ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ORAL
03.01.10.022-5	ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA SUBCUTÂNEA
03.01.10.023-3	ADMINISTRAÇÃO TÓPICA DE MEDICAMENTO(S)
03.01.10.024-1	ADMINISTRAÇÃO DE PENICILINA PARA TRATAMENTO DE
03.01.10.025-0	AFERIÇÃO DE TEMPERATURA
03.01.10.026-8	PREPARAÇÃO PARA O ELETROCARDIOGRAMA
03.01.10.027-6	CURATIVO ESPECIAL
03.01.10.028-4	CURATIVO SIMPLES
03.01.11.001-8	ACOMPANHAMENTO DE PACIENTE MÉDIO / GRANDE
03.01.11.002-6	ACOMPANHAMENTO DE PACIENTE PEQUENO QUEIMADO
03.01.12.001-3	ACOMPANHAMENTO DE PACIENTE COM FENILCETONÚRIA
03.01.12.002-1	ACOMPANHAMENTO DE PACIENTE COM FIBROSE CÍSTICA
03.01.12.003-0	ACOMPANHAMENTO DE PACIENTE COM
03.01.12.004-8	ACOMPANHAMENTO DE PACIENTE COM HIPOTIREOIDISMO
03.01.12.005-6	ACOMPANHAMENTO DE PACIENTE PÓS-CIRURGIA
03.01.12.006-4	ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA EM
03.01.12.007-2	ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA DE
03.01.12.008-0	ACOMPANHAMENTO DE PACIENTE PRÉ-CIRURGIA
03.01.13.001-9	AVALIAÇÃO CLÍNICA E ELETRÔNICA DE DISPOSITIVO
03.01.13.003-5	ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADO
03.01.13.004-3	ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADOR
03.01.13.005-1	ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTÁGIO
03.01.13.006-0	ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTÁGIO
03.01.13.007-8	ACOMPANHAMENTO DO TRATAMENTO PARA MALÁRIA NÃO
03.01.14.001-4	ATENDIMENTO DE PACIENTE EM CUIDADOS PALIATIVOS
03.01.16.001-5	REABILITAÇÃO EM FALÊNCIA INTESTINAL EM NÍVEL
03.01.16.002-3	REABILITAÇÃO EM FALÊNCIA INTESTINAL EM NÍVEL
03.02.01.001-7	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO
03.02.01.002-5	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES C/
03.02.01.003-3	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NEONATO
03.02.02.002-0	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE
03.02.02.003-9	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ E
03.02.03.001-8	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM
03.02.03.002-6	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM
03.02.04.001-3	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM
03.02.04.002-1	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM
03.02.04.003-0	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM
03.02.04.004-8	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE PRÉ/PÓS
03.02.04.005-6	ATENDIMENTO FISIOTERAPÊUTICO NAS DISFUNÇÕES
03.02.04.006-4	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM
03.02.05.001-9	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E
03.02.05.002-7	ATENDIMENTO FISIOTERAPÊUTICO NAS ALTERAÇÕES
03.02.05.003-5	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E
03.02.06.001-4	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM
03.02.06.002-2	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM
03.02.06.003-0	ATENDIMENTO FISIOTERAPÊUTICO NAS DESORDENS DO
03.02.06.004-9	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE C/
03.02.06.005-7	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO
03.02.07.001-0	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE MÉDIO
03.02.07.002-8	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE GRANDE
03.02.07.003-6	ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM
03.03.01.001-0	TRATAMENTO DE DENGUE CLÁSSICA
03.03.01.002-9	TRATAMENTO DE DENGUE HEMORRÁGICA
03.03.01.003-7	TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
03.03.01.004-5	TRATAMENTO DE DOENÇAS BACTERIANAS ZOONÓTICAS
03.03.01.005-3	TRATAMENTO DE OUTRAS DOENÇAS DEVIDAS A
03.03.01.006-1	TRATAMENTO DE DOENÇAS INFECCIOSAS INTESTINAIS
03.03.01.007-0	TRATAMENTO DE FEBRES POR ARBOVÍRUS E FEBRES
03.03.01.008-8	TRATAMENTO DE HANSENÍASE
03.03.01.009-6	TRATAMENTO DE HANTAVIROSE
03.03.01.010-0	TRATAMENTO DE HELMINTÍASES (B65 a B83)
03.03.01.011-8	TRATAMENTO DE HEPATITES VIRAIS
03.03.01.012-6	TRATAMENTO DE INFECÇÕES DE TRANSMISSÃO
03.03.01.013-4	TRATAMENTO DE INFECÇÕES VIRAIS CARACTERIZADAS POR
03.03.01.014-2	TRATAMENTO DE INFECÇÕES VIRAIS DO SISTEMA NERVOSO
03.03.01.015-0	TRATAMENTO DE MALÁRIA
03.03.01.016-9	TRATAMENTO DE MICOSES (B35 A B49)
03.03.01.017-7	TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR
03.03.01.018-5	TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR
03.03.01.019-3	TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS
03.03.01.020-7	TRATAMENTO DE POLIOMIELITE PARALÍTICA AGUDA
03.03.01.021-5	TRATAMENTO DE TUBERCULOSE (A15 A A19)
03.03.01.023-1	CONSULTA EM SAÚDE DO TRABALHADOR (EXCETO MÉDICO)
03.03.02.001-6	PULSOTERAPIA I (POR APLICACAO)
03.03.02.002-4	PULSOTERAPIA II (POR APLICACAO)
03.03.02.003-2	TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS
03.03.02.004-0	TRATAMENTO DE ANEMIA HEMOLITICA
03.03.02.005-9	TRATAMENTO DE ANEMIAS NUTRICIONAIS
03.03.02.006-7	TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E
03.03.02.007-5	TRATAMENTO DE HEMOFILIAS
03.03.02.008-3	TRATAMENTO DE OUTRAS DOENÇAS DO SANGUE E DOS
03.03.03.001-1	TRATAMENTO DA FIBROSE CÍSTICA
03.03.03.002-0	TRATAMENTO DE DESNUTRICAO
03.03.03.003-8	TRATAMENTO DE DIABETES MELLITUS
03.03.03.004-6	TRATAMENTO DE DISTURBIOS METABOLICOS
03.03.03.005-4	TRATAMENTO DE TRANSTORNOS DA GLÂNDULA TIREOIDE
03.03.03.006-2	TRATAMENTO DE TRANSTORNOS DE OUTRAS GLÂNDULAS
03.03.03.008-9	TRATAMENTO HORMONAL PREPARATÓRIO PARA CIRURGIA
03.03.03.009-7	TERAPIA HORMONAL NO PROCESSO TRANSEXUALIZADOR
03.03.04.001-7	AJUSTE MEDICAMENTOSO DE SITUAÇÕES NEUROLÓGICAS
03.03.04.002-5	INTERNAÇÃO P/ O TRATAMENTO MEDICAMENTOSO DA
03.03.04.003-3	TRATAMENTO DA MIGRANEA COMPLICADA
03.03.04.004-1	TRATAMENTO CLÍNICO DE ABSCESSO CEREBRAL
03.03.04.005-0	TRATAMENTO CLINICO DE COREIA AGUDA
03.03.04.006-8	TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM
03.03.04.007-6	TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL
03.03.04.008-4	TRATAMENTO CONSERVADOR DE TRAUMATISMO
03.03.04.009-2	TRATAMENTO CONSERVADOR DE TRAUMATISMO
03.03.04.010-6	TRATAMENTO CONSERVADOR DE TRAUMATISMO
03.03.04.011-4	TRATAMENTO CONSERVADOR DE TRAUMATISMO
03.03.04.012-2	TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA
03.03.04.013-0	TRATAMENTO CLÍNICO DAS MIELITES / MIELOPATIAS
03.03.04.014-9	TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC
03.03.04.015-7	TRATAMENTO DE COMPLICAÇÕES DA HIDROCEFALIA
03.03.04.016-5	TRATAMENTO DE CRISES EPILÉTICAS NÃO CONTROLADAS
03.03.04.017-3	TRATAMENTO DE DISTROFIAS MUSCULARES
03.03.04.018-1	TRATAMENTO DE DOENCA DE PARKINSON
03.03.04.019-0	TRATAMENTO DE DOENÇA DOS NEURÔNIOS MOTORES
03.03.04.020-3	TRATAMENTO DE DOENÇAS NEURODEGENERATIVAS
03.03.04.021-1	TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA
03.03.04.022-0	TRATAMENTO DE ESCLEROSE GENERALIZADA
03.03.04.023-8	TRATAMENTO DE FRATURA DA COLUNA VERTEBRAL C/
03.03.04.024-6	TRATAMENTO DE INTERCORRENCIAS DE DOENCAS
03.03.04.025-4	TRATAMENTO DE MIASTENIA GRAVE
03.03.04.026-2	TRATAMENTO DE POLINEUROPATIAS
03.03.04.027-0	TRATAMENTO DE POLIRRADICULONEURITE
03.03.04.028-9	TRATAMENTO DE SURTO DE ESCLEROSE MULTIPLA
03.03.04.029-7	TRATAMENTO DE PROCESSO TOXI-INFECCIOSO DO
03.03.04.030-0	TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL
03.03.05.001-2	ACOMPANHAMENTO E AVALIACAO DE GLAUCOMA POR
03.03.05.002-0	EXERCICIOS ORTOPTICOS
03.03.05.003-9	TRATAMENTO OFTALMOLÒGICO DE PACIENTE C/ GLAUCOMA
03.03.05.004-7	TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA
03.03.05.005-5	TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA
03.03.05.006-3	TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA
03.03.05.007-1	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.008-0	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.009-8	TRATAMENTO OFTALMOLOGICO DE PACIENTE COM
03.03.05.010-1	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.011-0	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.013-6	TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS
03.03.05.014-4	TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS
03.03.05.015-2	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.016-0	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.017-9	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.018-7	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.019-5	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.020-9	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.021-7	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.022-5	TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM
03.03.05.023-3	TRATAMENTO MEDICAMENTOSO DE DOENÇA DA RETINA
03.03.06.001-8	TRATAMENTO DE ANEURISMA DA AORTA
03.03.06.002-6	TRATAMENTO DE ARRITMIAS
03.03.06.003-4	TRATAMENTO DE CARDIOPATIA HIPERTROFICA
03.03.06.004-2	TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA
03.03.06.005-0	TRATAMENTO DE CHOQUE ANAFILATICO
03.03.06.006-9	TRATAMENTO DE CHOQUE CARDIOGENICO
03.03.06.007-7	TRATAMENTO DE CHOQUE HIPOVOLEMICO
03.03.06.008-5	TRATAMENTO DE COMPLICACOES CARDIACAS POS-
03.03.06.009-3	TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS
03.03.06.010-7	TRATAMENTO DE CRISE HIPERTENSIVA
03.03.06.011-5	TRATAMENTO DE DOENCA REUMATICA C/
03.03.06.012-3	TRATAMENTO DE DOENCA REUMATICA S/ CARDITE
03.03.06.013-1	TRATAMENTO DE EDEMA AGUDO DE PULMAO
03.03.06.014-0	TRATAMENTO DE EMBOLIA PULMONAR
03.03.06.015-8	TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE
03.03.06.016-6	TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA
03.03.06.017-4	TRATAMENTO DE HIPERTENSAO PULMONAR
03.03.06.018-2	TRATAMENTO DE HIPERTENSAO SECUNDARIA
03.03.06.019-0	TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO
03.03.06.020-4	TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA
03.03.06.021-2	TRATAMENTO DE INSUFICIENCIA CARDIACA
03.03.06.022-0	TRATAMENTO DE LINFADENITES INESPECIFICAS
03.03.06.023-9	TRATAMENTO DE MIOCARDIOPATIAS
03.03.06.024-7	TRATAMENTO DE OUTRAS VASCULOPATIAS
03.03.06.025-5	TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO
03.03.06.026-3	TRATAMENTO DE PÉ DIABÉTICO COMPLICADO
03.03.06.027-1	TRATAMENTO DE PERICARDITE
03.03.06.028-0	TRATAMENTO DE SINDROME CORONARIANA AGUDA
03.03.06.029-8	TRATAMENTO DE TROMBOSE VENOSA PROFUNDA
03.03.06.030-1	TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/
03.03.07.001-3	DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO
03.03.07.002-1	HEMOPERFUSAO
03.03.07.003-0	REMOÇÃO MANUAL DE FECALOMA
03.03.07.004-8	RETIRADA DE CORPO ESTRANHO DO ESOFAGO
03.03.07.005-6	RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO
03.03.07.006-4	TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E
03.03.07.007-2	TRATAMENTO DE DOENCAS DO FIGADO
03.03.07.008-0	TRATAMENTO DE DOENCAS DO PERITONIO
03.03.07.009-9	TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS
03.03.07.010-2	TRATAMENTO DE OUTRAS DOENCAS DO APARELHO
03.03.07.011-0	TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO
03.03.07.012-9	TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E
03.03.07.013-7	TRATAMENTO DE INTERCORRÊNCIA CLINICA PÓS-CIRURGIA
03.03.08.001-9	CAUTERIZAÇÃO QUÍMICA DE PEQUENAS LESÕES
03.03.08.002-7	DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE
03.03.08.003-5	ESFOLIACAO QUIMICA
03.03.08.004-3	TRATAMENTO DE AFECÇÕES BOLHOSAS
03.03.08.005-1	TRATAMENTO DE DERMATITES E ECZEMAS
03.03.08.006-0	TRATAMENTO DE ESTAFILOCOCCIAS
03.03.08.007-8	TRATAMENTO DE ESTREPTOCOCCIAS
03.03.08.008-6	TRATAMENTO DE FARMACODERMIAS
03.03.08.009-4	TRATAMENTO DE OUTRAS AFECÇÕES DA PELE E DO TECIDO
03.03.08.010-8	FOTOTERAPIA (POR SESSÃO)
03.03.08.011-6	FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSÃO)
03.03.09.001-4	ARTROCENTESE DE GRANDES ARTICULACOES
03.03.09.002-2	ARTROCENTESE DE PEQUENAS ARTICULACOES
03.03.09.003-0	INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL
03.03.09.004-9	INSTALACAO DE TRACAO CUTANEA
03.03.09.007-3	REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO
03.03.09.008-1	REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA
03.03.09.009-0	REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO
03.03.09.011-1	REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO
03.03.09.012-0	TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA
03.03.09.013-8	TRATAMENTO CONSERVADOR DE FRATURA / LESAO
03.03.09.014-6	TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS
03.03.09.015-4	TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM
03.03.09.016-2	TRATAMENTO CONSERVADOR DE FRATURA DE OSSO
03.03.09.017-0	TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA
03.03.09.018-9	TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO
03.03.09.019-7	TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS
03.03.09.020-0	TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO
03.03.09.021-9	TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA
03.03.09.022-7	TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO
03.03.09.023-5	TRATAMENTO CONSERVADOR DE LESAO DA COLUNA
03.03.09.024-3	TRATAMENTO CONSERVADOR DE LESAO DA COLUNA
03.03.09.025-1	TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA
03.03.09.026-0	TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO
03.03.09.028-6	TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM
03.03.09.029-4	TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA
03.03.09.031-6	TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS
03.03.10.001-0	TRATAMENTO DE COMPLICACOES RELACIONADAS
03.03.10.002-8	TRATAMENTO DE ECLAMPSIA
03.03.10.003-6	TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS
03.03.10.004-4	TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ
03.03.10.005-2	TRATAMENTO DE MOLA HIDATIFORME
03.03.11.001-5	TRATAMENTO DAS MALFORMACOES E DEFORMIDADES
03.03.11.002-3	TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO
03.03.11.003-1	TRATAMENTO DE ESPINHA BIFIDA
03.03.11.004-0	TRATAMENTO DE MALFORMACOES CONGENITAS DO
03.03.11.005-8	TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA
03.03.11.006-6	TRATAMENTO DE MALFORMACOES CONGENITAS DO
03.03.11.007-4	TRATAMENTO DE MALFORMACOES CONGENITAS DOS
03.03.11.008-2	TRATAMENTO DE NEUROFIBROMATOSE
03.03.11.009-0	TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO
03.03.11.010-4	TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS
03.03.11.011-2	TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO
03.03.12.003-7	TRATAMENTO DE HIPERTIROIDISMO
03.03.12.004-5	TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO
03.03.12.005-3	TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM
03.03.12.006-1	TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30
03.03.12.007-0	TRATAMENTO DE HIPERTIREOIDISMO GRAVES
03.03.13.001-6	ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS
03.03.13.002-4	ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS
03.03.13.003-2	ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS
03.03.13.004-0	TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS
03.03.13.005-9	TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS
03.03.13.006-7	TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS
03.03.13.007-5	TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS
03.03.13.008-3	TRATAMENTO DE PACIENTES SOB CUIDADOS
03.03.14.001-1	LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)
03.03.14.002-0	TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES
03.03.14.003-8	TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS
03.03.14.004-6	TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS
03.03.14.005-4	TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A
